train_loss_step,epoch,step,val_loss,train_loss_epoch
4.661533832550049,0,49,,
4.660650253295898,0,99,,
4.663046836853027,0,149,,
4.660765647888184,0,199,,
4.66064977645874,0,249,,
4.660543441772461,0,299,,
4.66051721572876,0,349,,
4.660495758056641,0,399,,
4.660447120666504,0,449,,
4.660383224487305,0,499,,
4.660401821136475,0,549,,
4.6604084968566895,0,599,,
4.660417079925537,0,649,,
4.660396099090576,0,699,,
4.660343647003174,0,749,,
4.660372734069824,0,799,,
4.660343170166016,0,849,,
4.660335540771484,0,899,,
4.660336971282959,0,949,,
4.66035795211792,0,999,,
4.660330295562744,0,1049,,
4.660330772399902,0,1099,,
4.660324573516846,0,1149,,
4.660335063934326,0,1199,,
4.660346984863281,0,1249,,
4.6603240966796875,0,1299,,
4.660329818725586,0,1349,,
4.660324573516846,0,1399,,
4.660316467285156,0,1449,,
4.660317897796631,0,1499,,
4.660316467285156,0,1549,,
4.660323143005371,0,1599,,
4.660322189331055,0,1649,,
4.660311698913574,0,1699,,
4.660323143005371,0,1749,,
4.660308361053467,0,1799,,
4.660320281982422,0,1849,,
4.660316467285156,0,1899,,
4.6603102684021,0,1949,,
4.660307884216309,0,1999,,
4.660305023193359,0,2049,,
4.660305500030518,0,2099,,
4.660312652587891,0,2149,,
4.660306453704834,0,2199,,
4.660306930541992,0,2249,,
4.66030740737915,0,2299,,
4.660308361053467,0,2349,,
4.660305976867676,0,2399,,
4.66030740737915,0,2449,,
4.660302639007568,0,2499,,
4.660308361053467,0,2549,,
4.6603007316589355,0,2599,,
4.660302639007568,0,2649,,
4.660300254821777,0,2699,,
4.660301208496094,0,2749,,
4.660301685333252,0,2799,,
4.660305976867676,0,2849,,
4.6602983474731445,0,2899,,
4.66030740737915,0,2949,,
4.660298824310303,0,2999,,
4.660298824310303,0,3049,,
4.660302639007568,0,3099,,
4.6602983474731445,0,3149,,
4.660303115844727,0,3199,,
4.660299301147461,0,3249,,
4.660298824310303,0,3299,,
4.660297393798828,0,3349,,
4.660301208496094,0,3399,,
4.660297870635986,0,3449,,
4.660299301147461,0,3499,,
4.660297393798828,0,3549,,
4.660299777984619,0,3599,,
4.660297393798828,0,3649,,
4.66029691696167,0,3699,,
4.6602959632873535,0,3749,,
4.6602959632873535,0,3799,,
4.6602959632873535,0,3849,,
4.66029691696167,0,3899,,
4.660296440124512,0,3949,,
4.660295486450195,0,3999,,
4.660296440124512,0,4049,,
4.660295009613037,0,4099,,
4.660295486450195,0,4149,,
4.6602959632873535,0,4199,,
4.6602959632873535,0,4249,,
4.66029691696167,0,4299,,
4.660295486450195,0,4349,,
4.660296440124512,0,4399,,
4.660295009613037,0,4449,,
4.660295009613037,0,4499,,
4.660295486450195,0,4549,,
4.660294532775879,0,4599,,
4.660295486450195,0,4649,,
4.660295009613037,0,4699,,
4.660294532775879,0,4749,,
4.660294055938721,0,4799,,
4.660294532775879,0,4849,,
4.660295009613037,0,4899,,
4.660295486450195,0,4949,,
4.660295486450195,0,4999,,
4.660295486450195,0,5049,,
4.6602959632873535,0,5099,,
4.660295486450195,0,5149,,
4.660294532775879,0,5199,,
4.660294532775879,0,5249,,
4.660294532775879,0,5299,,
4.660294055938721,0,5349,,
4.660294055938721,0,5399,,
4.6602935791015625,0,5449,,
4.660295009613037,0,5499,,
4.6602935791015625,0,5549,,
4.660294532775879,0,5599,,
4.660294055938721,0,5649,,
4.660294532775879,0,5699,,
4.6602935791015625,0,5749,,
4.660294532775879,0,5799,,
4.660294055938721,0,5849,,
4.660294055938721,0,5899,,
4.660294055938721,0,5949,,
4.6602935791015625,0,5999,,
4.660294055938721,0,6049,,
4.660294532775879,0,6099,,
4.6602935791015625,0,6149,,
4.6602935791015625,0,6199,,
4.660293102264404,0,6249,,
4.6602935791015625,0,6299,,
4.6602935791015625,0,6349,,
4.660294055938721,0,6399,,
4.660292148590088,0,6449,,
4.660292148590088,0,6499,,
4.660294055938721,0,6549,,
4.660293102264404,0,6599,,
4.6602911949157715,0,6649,,
4.66029167175293,0,6699,,
4.6602911949157715,0,6749,,
4.66029167175293,0,6799,,
4.6602911949157715,0,6849,,
4.660290718078613,0,6899,,
4.660290718078613,0,6949,,
4.66029167175293,0,6999,,
4.6602911949157715,0,7049,,
4.6602911949157715,0,7099,,
4.6602911949157715,0,7149,,
4.6602911949157715,0,7199,,
4.660290718078613,0,7249,,
4.6602911949157715,0,7299,,
4.66029167175293,0,7349,,
4.6602911949157715,0,7399,,
4.6602911949157715,0,7449,,
4.6602911949157715,0,7499,,
4.660290718078613,0,7549,,
4.6602911949157715,0,7599,,
4.660290718078613,0,7649,,
4.660290718078613,0,7699,,
4.660290718078613,0,7749,,
4.660290718078613,0,7799,,
4.660290718078613,0,7849,,
4.660290718078613,0,7899,,
4.660290718078613,0,7949,,
4.660290718078613,0,7999,,
4.660290718078613,0,8049,,
4.660290718078613,0,8099,,
4.660290718078613,0,8149,,
4.660290718078613,0,8199,,
4.660290718078613,0,8249,,
4.660290718078613,0,8299,,
4.660290718078613,0,8349,,
4.660290718078613,0,8399,,
4.660290718078613,0,8449,,
4.660290718078613,0,8499,,
4.660290718078613,0,8549,,
4.660290241241455,0,8599,,
4.660290718078613,0,8649,,
4.660290241241455,0,8699,,
4.660290718078613,0,8749,,
4.660290718078613,0,8799,,
4.660290718078613,0,8849,,
4.660290718078613,0,8899,,
4.660290241241455,0,8949,,
4.660290241241455,0,8999,,
4.660290241241455,0,9049,,
4.660290241241455,0,9099,,
4.660290241241455,0,9149,,
4.660290241241455,0,9199,,
4.660290241241455,0,9249,,
4.660290241241455,0,9299,,
4.660290241241455,0,9349,,
4.660290718078613,0,9399,,
4.660290241241455,0,9449,,
4.660290241241455,0,9499,,
4.660290241241455,0,9549,,
4.660290241241455,0,9599,,
4.660290241241455,0,9649,,
4.660290241241455,0,9699,,
4.660290241241455,0,9749,,
4.660290241241455,0,9799,,
4.660290241241455,0,9849,,
4.660290241241455,0,9899,,
4.660290241241455,0,9949,,
4.660290241241455,0,9999,,
4.660290241241455,0,10049,,
4.660290241241455,0,10099,,
4.660290241241455,0,10149,,
4.660290241241455,0,10199,,
4.660290241241455,0,10249,,
4.660290241241455,0,10299,,
4.660290241241455,0,10349,,
4.660290241241455,0,10399,,
4.660290241241455,0,10449,,
4.660290241241455,0,10499,,
4.660290241241455,0,10549,,
4.660290241241455,0,10599,,
4.660290241241455,0,10649,,
4.660290241241455,0,10699,,
4.660290241241455,0,10749,,
4.660290241241455,0,10799,,
4.660290241241455,0,10849,,
4.660290241241455,0,10899,,
4.660290241241455,0,10949,,
4.660290241241455,0,10999,,
4.660290241241455,0,11049,,
4.660290241241455,0,11099,,
4.660290241241455,0,11149,,
4.660290241241455,0,11199,,
4.660290241241455,0,11249,,
4.660290241241455,0,11299,,
4.660290241241455,0,11349,,
4.660290241241455,0,11399,,
4.660290241241455,0,11449,,
4.660290241241455,0,11499,,
4.660290241241455,0,11549,,
4.660290241241455,0,11599,,
4.660290241241455,0,11649,,
4.660290241241455,0,11699,,
4.660290241241455,0,11749,,
4.660290241241455,0,11799,,
4.660290241241455,0,11849,,
4.660290241241455,0,11899,,
4.660290241241455,0,11949,,
4.660290241241455,0,11999,,
4.660290241241455,0,12049,,
4.660290241241455,0,12099,,
4.660290241241455,0,12149,,
4.660290241241455,0,12199,,
4.660290241241455,0,12249,,
4.660290241241455,0,12299,,
4.660290241241455,0,12349,,
4.660290241241455,0,12399,,
4.660290241241455,0,12449,,
4.660290241241455,0,12499,,
4.660290241241455,0,12549,,
4.660290241241455,0,12599,,
4.660290241241455,0,12649,,
4.660290241241455,0,12699,,
4.660290241241455,0,12749,,
4.660290241241455,0,12799,,
4.660290241241455,0,12849,,
4.660290241241455,0,12899,,
4.660290241241455,0,12949,,
4.660290241241455,0,12999,,
4.660290241241455,0,13049,,
4.660290241241455,0,13099,,
4.660290241241455,0,13149,,
4.660290241241455,0,13199,,
4.660290241241455,0,13249,,
4.660290241241455,0,13299,,
4.660290241241455,0,13349,,
4.660290241241455,0,13399,,
4.660290241241455,0,13449,,
4.660290241241455,0,13499,,
4.660290241241455,0,13549,,
4.660290241241455,0,13599,,
4.660290241241455,0,13649,,
4.660290241241455,0,13699,,
4.660290241241455,0,13749,,
4.660290241241455,0,13799,,
4.660290241241455,0,13849,,
4.660290241241455,0,13899,,
4.660290241241455,0,13949,,
4.660290241241455,0,13999,,
4.660290241241455,0,14049,,
4.660290241241455,0,14099,,
4.660290241241455,0,14149,,
4.660290241241455,0,14199,,
4.660290241241455,0,14249,,
4.660290241241455,0,14299,,
4.660290241241455,0,14349,,
4.660290241241455,0,14399,,
4.660290241241455,0,14449,,
4.660290241241455,0,14499,,
4.660290241241455,0,14549,,
4.660290241241455,0,14599,,
4.660290241241455,0,14649,,
4.660290241241455,0,14699,,
4.660290241241455,0,14749,,
4.660290241241455,0,14799,,
4.660290241241455,0,14849,,
4.660290241241455,0,14899,,
4.660290241241455,0,14949,,
4.660290241241455,0,14999,,
4.660290241241455,0,15049,,
4.660290241241455,0,15099,,
4.660290241241455,0,15149,,
4.660290241241455,0,15199,,
4.660290241241455,0,15249,,
4.660290241241455,0,15299,,
4.660290241241455,0,15349,,
4.660290241241455,0,15399,,
4.660290241241455,0,15449,,
4.660290241241455,0,15499,,
4.660290241241455,0,15549,,
4.660290241241455,0,15599,,
4.660290241241455,0,15649,,
4.660290241241455,0,15699,,
4.660290241241455,0,15749,,
4.660290241241455,0,15799,,
4.660290241241455,0,15849,,
4.660290241241455,0,15899,,
4.660290241241455,0,15949,,
4.660290241241455,0,15999,,
4.660290241241455,0,16049,,
4.660290241241455,0,16099,,
4.660290241241455,0,16149,,
4.660290241241455,0,16199,,
4.660290241241455,0,16249,,
4.660290241241455,0,16299,,
4.660290241241455,0,16349,,
4.660290241241455,0,16399,,
4.660290241241455,0,16449,,
4.660290241241455,0,16499,,
4.660290241241455,0,16549,,
,0,16579,4.660234451293945,
,0,16579,,4.665180683135986
4.660290241241455,1,16599,,
4.660290241241455,1,16649,,
4.660290241241455,1,16699,,
4.660290241241455,1,16749,,
4.660290241241455,1,16799,,
4.660290241241455,1,16849,,
4.660290241241455,1,16899,,
4.660290241241455,1,16949,,
4.660290241241455,1,16999,,
4.660290241241455,1,17049,,
4.660290241241455,1,17099,,
4.660290241241455,1,17149,,
4.660290241241455,1,17199,,
4.660290241241455,1,17249,,
4.660290241241455,1,17299,,
4.660290241241455,1,17349,,
